frame,time_seconds,mean_abs_difference,changed_fraction_ge_12
2261,37.666667,0.162153,0.0
2262,37.683333,0.257778,0.0
2263,37.7,0.085208,0.0
2264,37.716667,0.195347,0.000347
2265,37.733333,0.113194,0.0
2266,37.75,0.231042,0.0
2267,37.766667,0.071944,6.9e-05
2268,37.783333,0.157639,6.9e-05
2269,37.8,0.102569,0.000139
2270,37.816667,0.203333,0.000278
2271,37.833333,0.133194,0.000139
2272,37.85,0.112014,0.0
2273,37.866667,0.076806,0.0
2274,37.883333,0.120278,6.9e-05
2275,37.9,0.108542,0.000347
2276,37.916667,0.170417,6.9e-05
2277,37.933333,0.079722,0.000347
2278,37.95,0.043333,0.000278
2279,37.966667,0.088958,0.000278
2280,37.983333,0.133056,0.000625
2281,38.0,0.280069,0.000764
2282,38.016667,0.120764,0.000556
2283,38.033333,0.110486,0.000972
2284,38.05,0.158681,0.000625
2285,38.066667,0.100347,0.000764
2286,38.083333,0.122292,0.000764
2287,38.1,0.108611,0.000833
2288,38.116667,0.121111,0.000486
2289,38.133333,0.103403,0.000764
2290,38.15,0.102847,0.000764
2291,38.166667,0.089653,0.000764
2292,38.183333,0.110833,0.000694
2293,38.2,0.072292,0.000625
2294,38.216667,0.054861,0.000417
2295,38.233333,0.081181,0.000903
2296,38.25,0.100139,0.000764
2297,38.266667,0.063611,0.000486
2298,38.283333,0.059097,0.000694
2299,38.3,0.063681,0.000764
2300,38.316667,0.052153,0.000417
2301,38.333333,0.050556,0.000486
2302,38.35,0.03625,0.000278
2303,38.366667,0.036389,0.000278
2304,38.383333,0.026319,0.0
2305,38.4,0.035069,0.000347
2306,38.416667,0.039097,0.000486
2307,38.433333,0.035069,0.000417
2308,38.45,0.02875,0.000417
2309,38.466667,2.059931,0.035347
2310,38.483333,1.086181,0.013056
2311,38.5,1.354375,0.015278
2312,38.516667,0.899792,0.000417
2313,38.533333,0.922917,0.000625
2314,38.55,1.066458,0.000278
2315,38.566667,1.053125,0.000417
2316,38.583333,1.120417,0.000417
2317,38.6,1.062708,0.000278
2318,38.616667,0.915694,0.000278
2319,38.633333,0.920139,0.000347
2320,38.65,0.948264,0.000278
2321,38.666667,0.893472,0.0
2322,38.683333,0.501389,0.0
2323,38.7,0.775903,0.0
2324,38.716667,0.610417,0.000347
2325,38.733333,0.63875,0.0
2326,38.75,0.547986,0.0
2327,38.766667,0.520972,0.000139
2328,38.783333,0.460417,0.0
2329,38.8,0.439931,0.0
2330,38.816667,0.464792,0.000833
2331,38.833333,0.335347,0.000208
2332,38.85,0.335139,0.0
2333,38.866667,0.348681,0.0
2334,38.883333,0.251736,0.0
2335,38.9,0.247778,6.9e-05
2336,38.916667,0.288681,0.000903
2337,38.933333,0.079861,0.0
2338,38.95,0.131875,0.000208
2339,38.966667,0.075,0.0
2340,38.983333,0.126944,6.9e-05
2341,39.0,0.441042,0.0
2342,39.016667,0.247986,0.0
2343,39.033333,0.435208,0.004444
2344,39.05,0.116319,0.0
2345,39.066667,0.130208,0.0
2346,39.083333,0.117986,0.0
2347,39.1,0.123264,0.0
2348,39.116667,0.146181,0.001319
2349,39.133333,0.135556,0.000486
2350,39.15,0.123056,0.000347
2351,39.166667,0.157431,0.0
2352,39.183333,0.170972,0.0
2353,39.2,0.093958,0.000208
2354,39.216667,0.091389,0.000417
2355,39.233333,0.128958,0.000764
2356,39.25,0.153819,0.000694
2357,39.266667,0.115556,0.000903
2358,39.283333,0.095208,0.000556
2359,39.3,0.077431,0.000417
2360,39.316667,0.089444,0.000625
2361,39.333333,0.078056,0.000625
2362,39.35,0.074028,0.000694
2363,39.366667,0.077153,0.000764
2364,39.383333,0.083125,0.000833
2365,39.4,3.420417,0.092083
2366,39.416667,1.176319,0.000694
2367,39.433333,1.190417,0.000833
2368,39.45,1.23125,0.000764
2369,39.466667,1.179653,0.000694
2370,39.483333,1.021597,0.000833
2371,39.5,0.999306,0.000764
2372,39.516667,1.023819,0.000764
2373,39.533333,1.006319,0.000833
2374,39.55,0.771736,0.000556
2375,39.566667,0.735,0.000278
2376,39.583333,0.756597,0.0
2377,39.6,0.721736,0.0
2378,39.616667,0.334792,0.000278
2379,39.633333,0.581458,0.000625
2380,39.65,0.522083,0.003681
2381,39.666667,0.920764,0.001736
2382,39.683333,0.826042,0.001042
2383,39.7,1.188889,0.000208
2384,39.716667,1.041181,0.000139
2385,39.733333,1.193889,0.000417
2386,39.75,1.093194,0.000208
2387,39.766667,1.160069,0.000208
2388,39.783333,1.048403,0.000278
2389,39.8,0.909861,0.000417
2390,39.816667,0.821736,0.000139
2391,39.833333,0.880208,0.000278
2392,39.85,0.787083,0.000208
2393,39.866667,0.605278,0.0
2394,39.883333,0.598194,0.0
2395,39.9,0.610208,0.000486
2396,39.916667,0.568819,0.0
2397,39.933333,0.388611,6.9e-05
2398,39.95,0.480625,0.0
2399,39.966667,0.397847,0.0
2400,39.983333,0.333681,0.0
2401,40.0,0.555486,0.000694
2402,40.016667,0.219583,0.000139
2403,40.033333,0.365833,0.0
2404,40.05,0.183819,0.0
2405,40.066667,0.248472,6.9e-05
2406,40.083333,0.231458,0.0
2407,40.1,0.190417,0.000625
2408,40.116667,0.218264,0.000347
2409,40.133333,0.18,0.000139
2410,40.15,0.215417,0.0
2411,40.166667,0.138194,0.0
2412,40.183333,0.173194,6.9e-05
2413,40.2,0.185069,0.000903
2414,40.216667,0.769861,0.000208
2415,40.233333,0.073819,6.9e-05
2416,40.25,0.084792,0.0
2417,40.266667,0.075139,6.9e-05
2418,40.283333,0.119444,0.0
2419,40.3,0.087361,0.000556
2420,40.316667,0.128403,0.000139
2421,40.333333,0.117292,0.000486
2422,40.35,0.150417,0.000417
2423,40.366667,0.084097,0.000486
2424,40.383333,0.104306,0.000556
2425,40.4,0.094792,0.000556
2426,40.416667,0.133194,0.000556
2427,40.433333,0.084514,0.000833
2428,40.45,0.109028,0.000625
2429,40.466667,0.0925,0.000625
2430,40.483333,0.121875,0.000764
2431,40.5,0.074653,0.000625
2432,40.516667,0.055,0.000208
2433,40.533333,0.045694,0.000278
2434,40.55,0.065556,0.000486
2435,40.566667,0.065069,0.000694
2436,40.583333,0.073611,0.000764
2437,40.6,0.922986,0.023194
2438,40.616667,0.838056,0.020208
2439,40.633333,2.777222,0.066319
2440,40.65,0.842292,0.000486
2441,40.666667,1.277361,0.000556
2442,40.683333,1.267708,0.000625
2443,40.7,1.035486,0.000625
2444,40.716667,1.020208,0.000139
2445,40.733333,1.0225,0.000208
2446,40.75,1.020764,0.000278
2447,40.766667,0.8,0.000417
2448,40.783333,0.800486,0.000139
2449,40.8,0.785556,0.000278
2450,40.816667,0.782222,6.9e-05
2451,40.833333,0.533403,0.0
2452,40.85,0.563333,0.000208
2453,40.866667,0.557153,6.9e-05
2454,40.883333,0.554514,0.000208
2455,40.9,0.391111,0.000417
2456,40.916667,0.403264,6.9e-05
2457,40.933333,0.40125,0.0
2458,40.95,0.396667,0.000486
2459,40.966667,0.256111,0.000278
2460,40.983333,0.289583,0.000486
2461,41.0,0.442569,0.000347
2462,41.016667,0.220139,6.9e-05
2463,41.033333,0.180347,6.9e-05
2464,41.05,0.241736,0.000208
2465,41.066667,0.203819,6.9e-05
2466,41.083333,0.257222,0.000486
2467,41.1,0.170694,0.000208
2468,41.116667,0.187431,0.000278
2469,41.133333,0.150486,0.000139
2470,41.15,0.230208,0.000208
2471,41.166667,0.154444,0.000694
2472,41.183333,0.146736,0.000625
2473,41.2,0.138472,0.000625
2474,41.216667,0.185486,0.000208
2475,41.233333,0.076875,0.0
2476,41.25,0.245208,0.001875
2477,41.266667,0.094583,0.000764
2478,41.283333,0.187222,0.000833
2479,41.3,0.15375,0.000833
2480,41.316667,0.137083,0.000833
2481,41.333333,0.237778,0.002431
2482,41.35,0.136528,0.000417
2483,41.366667,0.120486,0.000486
2484,41.383333,0.124028,0.000903
2485,41.4,0.130625,0.000833
2486,41.416667,0.156458,0.000625
2487,41.433333,0.967778,0.021944
2488,41.45,1.102847,0.018333
2489,41.466667,1.210694,0.017292
2490,41.483333,1.046667,0.000556
2491,41.5,1.053889,0.000486
2492,41.516667,1.053889,0.000278
2493,41.533333,1.084792,0.000694
2494,41.55,1.078333,0.000417
2495,41.566667,1.089653,0.000486
2496,41.583333,1.067778,0.000486
2497,41.6,1.058542,0.000278
2498,41.616667,0.631181,0.000347
2499,41.633333,0.94875,0.000278
2500,41.65,0.773819,0.0
2501,41.666667,0.735764,0.000139
2502,41.683333,0.709514,0.000486
2503,41.7,0.634444,6.9e-05
2504,41.716667,0.572083,0.0
2505,41.733333,0.520069,0.000278
2506,41.75,0.489236,0.000278
2507,41.766667,0.455903,0.000417
2508,41.783333,0.435486,0.001458
2509,41.8,0.402292,0.000556
2510,41.816667,0.43125,0.000694
2511,41.833333,0.426597,0.000764
2512,41.85,0.282778,0.000833
2513,41.866667,0.306042,0.000903
2514,41.883333,0.3175,0.001944
2515,41.9,0.293472,0.000903
2516,41.916667,0.255139,0.000625
2517,41.933333,0.272153,0.000556
2518,41.95,0.244722,0.000417
2519,41.966667,0.164722,0.000417
2520,41.983333,0.19,0.001458
2521,42.0,0.377708,0.000694
2522,42.016667,0.177361,0.000556
2523,42.033333,0.135556,0.000486
2524,42.05,0.141458,0.000278
2525,42.066667,0.1225,0.000208
2526,42.083333,0.154375,0.001528
2527,42.1,0.953194,0.017153
2528,42.116667,0.823194,0.013056
2529,42.133333,0.731528,0.007361
2530,42.15,0.558542,0.005347
2531,42.166667,0.702569,0.0025
2532,42.183333,0.514028,6.9e-05
2533,42.2,0.584583,0.0
2534,42.216667,0.445764,0.0
2535,42.233333,0.406528,0.0
2536,42.25,0.486181,0.0
2537,42.266667,0.389931,0.0
2538,42.283333,0.422361,0.0
2539,42.3,0.427708,0.0
2540,42.316667,0.305486,0.0
2541,42.333333,0.315694,0.0
2542,42.35,0.211111,0.0
2543,42.366667,0.180278,0.0
2544,42.383333,0.199861,0.0
2545,42.4,0.178681,0.0
2546,42.416667,0.147083,0.0
2547,42.433333,0.22625,0.0
2548,42.45,0.094375,0.0
2549,42.466667,0.086319,0.0
2550,42.483333,0.147917,0.0
2551,42.5,0.043472,0.0
2552,42.516667,0.056806,0.0
2553,42.533333,0.121944,0.0
2554,42.55,0.032569,0.0
2555,42.566667,0.072778,0.0
2556,42.583333,0.029028,0.0
2557,42.6,0.068194,0.0
2558,42.616667,0.011458,0.0
2559,42.633333,0.029236,0.0
2560,42.65,0.02875,0.0
2561,42.666667,0.054236,0.0
2562,42.683333,0.011736,0.0
2563,42.7,0.021875,0.0
2564,42.716667,0.017361,0.0
2565,42.733333,0.040486,0.0
2566,42.75,0.040486,0.000625
2567,42.766667,0.059653,0.000764
2568,42.783333,0.060833,0.000833
2569,42.8,0.044236,0.000486
2570,42.816667,0.017222,0.000556
2571,42.833333,0.025208,0.000556
2572,42.85,0.052361,0.000417
2573,42.866667,0.910069,0.014375
2574,42.883333,0.453958,0.000417
2575,42.9,0.601806,0.000347
2576,42.916667,0.552431,0.000486
2577,42.933333,0.293264,0.000764
2578,42.95,1.894375,0.067153
2579,42.966667,0.067014,0.000208
2580,42.983333,1.306667,0.003542
2581,43.0,0.818889,0.000694
2582,43.016667,0.702847,0.000625
2583,43.033333,2.144583,0.076389
2584,43.05,0.242708,0.000764
2585,43.066667,0.521597,0.000694
2586,43.083333,0.596806,0.000556
2587,43.1,0.585694,0.000764
2588,43.116667,0.653958,0.000833
2589,43.133333,0.478125,0.000694
2590,43.15,0.573472,0.000833
2591,43.166667,0.504514,0.000486
2592,43.183333,0.577986,0.000347
2593,43.2,0.233333,0.000139
2594,43.216667,4.221528,0.128681
2595,43.233333,0.053264,0.0
2596,43.25,0.042778,0.0
2597,43.266667,1.617361,0.060694
2598,43.283333,0.411667,0.000208
2599,43.3,0.528264,0.000208
2600,43.316667,0.634583,0.000278
2601,43.333333,0.415903,0.000764
2602,43.35,0.493542,0.000486
2603,43.366667,0.452986,0.000556
2604,43.383333,0.545833,0.000556
2605,43.4,0.290556,0.000347
2606,43.416667,0.367153,0.000139
2607,43.433333,0.305069,0.0
2608,43.45,0.389583,0.0
2609,43.466667,4.827917,0.135903
2610,43.483333,0.2425,0.0
2611,43.5,0.183889,0.0
2612,43.516667,0.148264,0.0
2613,43.533333,0.064861,0.0
2614,43.55,0.116458,0.0
2615,43.566667,0.025347,0.0
2616,43.583333,0.185417,0.0
2617,43.6,0.08625,0.0
2618,43.616667,0.145417,0.0
2619,43.633333,0.044931,0.0
2620,43.65,0.058056,0.0
2621,43.666667,0.008889,0.0
2622,43.683333,0.031667,0.0
2623,43.7,0.007917,0.0
2624,43.716667,0.012639,0.0
2625,43.733333,0.007153,0.0
2626,43.75,0.022639,0.0
2627,43.766667,0.002431,0.0
2628,43.783333,0.029097,0.0
2629,43.8,0.01,0.0
2630,43.816667,0.023611,0.0
2631,43.833333,0.005556,0.0
2632,43.85,0.011597,0.0
2633,43.866667,0.002431,0.0
2634,43.883333,0.009444,0.0
2635,43.9,0.002292,0.0
2636,43.916667,0.000278,0.0
2637,43.933333,0.000833,0.0
2638,43.95,0.002292,0.0
2639,43.966667,0.001528,0.0
2640,43.983333,18.108681,0.347986
2641,44.0,17.853472,0.344375
2642,44.016667,17.433542,0.334931
2643,44.033333,0.032569,0.0
2644,44.05,32.087014,0.480069
2645,44.066667,14.899653,0.294167
2646,44.083333,14.226806,0.279167
2647,44.1,13.800347,0.275
2648,44.116667,13.171389,0.266597
2649,44.133333,12.538333,0.252778
2650,44.15,11.989861,0.245764
2651,44.166667,10.885139,0.228403
2652,44.183333,10.449931,0.218194
2653,44.2,9.745903,0.211875
2654,44.216667,9.329028,0.200625
2655,44.233333,8.465556,0.188958
2656,44.25,7.83375,0.177083
2657,44.266667,7.235556,0.169167
2658,44.283333,6.725694,0.158611
2659,44.3,6.279236,0.148681
2660,44.316667,5.939514,0.147778
2661,44.333333,5.564444,0.140069
2662,44.35,0.132639,0.0
2663,44.366667,5.0125,0.127847
2664,44.383333,4.739722,0.115417
2665,44.4,4.342778,0.113889
2666,44.416667,7.143472,0.170208
2667,44.433333,0.043264,0.0
2668,44.45,6.111875,0.153542
2669,44.466667,2.812431,0.071736
2670,44.483333,2.541944,0.057778
2671,44.5,2.184722,0.057569
2672,44.516667,1.902083,0.043056
2673,44.533333,1.781319,0.032153
2674,44.55,1.590417,0.03
2675,44.566667,15.133958,0.21125
2676,44.583333,1.519931,0.023819
2677,44.6,1.290208,0.020139
2678,44.616667,1.0275,0.016458
2679,44.633333,0.212917,0.0
2680,44.65,1.669722,0.025556
2681,44.666667,0.650278,0.002431
2682,44.683333,8.168194,0.175972
2683,44.7,7.460764,0.171389
2684,44.716667,0.244722,0.0
2685,44.733333,0.171597,0.0
2686,44.75,20.181875,0.374444
2687,44.766667,2.466111,0.038403
2688,44.783333,4.407569,0.087986
2689,44.8,5.285694,0.090903
2690,44.816667,4.377014,0.085139
2691,44.833333,0.299097,0.0
2692,44.85,6.198403,0.124375
2693,44.866667,2.508542,0.040556
2694,44.883333,5.247083,0.112639
2695,44.9,0.691389,0.000208
2696,44.916667,1.314583,0.000556
2697,44.933333,0.503403,0.000417
2698,44.95,0.609097,0.000278
2699,44.966667,13.442917,0.265069
2700,44.983333,0.429375,0.000556
2701,45.0,2.138958,0.040347
2702,45.016667,1.343056,0.013333
2703,45.033333,0.159097,0.0
2704,45.05,3.129236,0.061597
2705,45.066667,0.252292,0.0
2706,45.083333,0.968611,0.016944
2707,45.1,1.112014,0.021806
2708,45.116667,1.175417,0.021389
2709,45.133333,0.239236,0.0
2710,45.15,1.944653,0.041736
2711,45.166667,1.112778,0.007708
2712,45.183333,0.126875,0.000556
2713,45.2,0.220903,0.000347
2714,45.216667,1.005139,0.013333
2715,45.233333,1.095625,0.019444
2716,45.25,0.110139,0.0
2717,45.266667,0.162292,0.000903
2718,45.283333,0.674514,0.011597
2719,45.3,1.756528,0.029583
2720,45.316667,0.869931,0.002083
2721,45.333333,0.852292,0.001319
2722,45.35,0.747431,0.000417
2723,45.366667,0.905139,0.000139
2724,45.383333,1.351042,0.017847
2725,45.4,0.718056,0.0
2726,45.416667,0.662569,0.0
2727,45.433333,0.103611,0.0
2728,45.45,0.077778,0.0
2729,45.466667,0.519722,0.0
2730,45.483333,0.389028,0.0
2731,45.5,0.529653,0.0
2732,45.516667,0.424722,0.0
2733,45.533333,0.229167,0.0
2734,45.55,1.161736,0.005347
2735,45.566667,0.4075,0.0
2736,45.583333,0.897917,0.015347
2737,45.6,0.298542,0.0
2738,45.616667,0.211806,0.0
2739,45.633333,0.188125,0.0
2740,45.65,0.124306,0.0
2741,45.666667,0.166111,0.0
2742,45.683333,0.074444,0.0
2743,45.7,0.151736,0.0
2744,45.716667,0.051181,0.0
2745,45.733333,0.104028,0.0
2746,45.75,0.039792,0.0
2747,45.766667,15.519583,0.311319
2748,45.783333,15.413472,0.311806
2749,45.8,15.2025,0.307847
2750,45.816667,14.913889,0.301806
2751,45.833333,0.041875,0.0
2752,45.85,14.534583,0.295
2753,45.866667,14.049792,0.283125
2754,45.883333,13.459653,0.275486
2755,45.9,13.177778,0.270417
2756,45.916667,19.696042,0.346597
2757,45.933333,11.018056,0.227639
2758,45.95,10.464375,0.222083
2759,45.966667,9.615694,0.212847
2760,45.983333,9.24375,0.197569
2761,46.0,8.568819,0.195903
2762,46.016667,8.191736,0.179722
2763,46.033333,7.54625,0.172222
2764,46.05,7.020417,0.166667
2765,46.066667,6.519514,0.159028
2766,46.083333,6.048403,0.149028
2767,46.1,5.704931,0.142569
2768,46.116667,5.309167,0.132986
2769,46.133333,4.970139,0.126319
2770,46.15,22.517986,0.294444
2771,46.166667,5.505556,0.145069
2772,46.183333,5.223403,0.134306
2773,46.2,4.6,0.111597
2774,46.216667,4.497569,0.120833
2775,46.233333,0.078542,0.0
2776,46.25,7.143611,0.169028
2777,46.266667,3.352847,0.085208
2778,46.283333,3.040972,0.061597
2779,46.3,2.684583,0.061458
2780,46.316667,2.314514,0.052083
2781,46.333333,0.057847,0.0
2782,46.35,0.066944,0.0
2783,46.366667,3.860694,0.083542
2784,46.383333,1.707708,0.032986
2785,46.4,1.527153,0.025208
2786,46.416667,1.266458,0.013611
2787,46.433333,1.179514,0.016806
2788,46.45,0.956389,0.011389
2789,46.466667,0.682153,0.006736
2790,46.483333,0.699097,0.005486
2791,46.5,0.463125,0.000833
2792,46.516667,0.463333,0.0
2793,46.533333,0.070347,0.0
2794,46.55,0.130069,0.0
2795,46.566667,0.081806,0.0
2796,46.583333,0.114792,0.0
2797,46.6,0.021181,0.0
2798,46.616667,0.017917,0.0
2799,46.633333,0.012014,0.0
2800,46.65,0.005486,0.0
2801,46.666667,0.005903,0.0
2802,46.683333,0.004653,0.0
2803,46.7,0.005139,0.0
2804,46.716667,0.008264,0.0
2805,46.733333,0.000833,0.0
2806,46.75,0.000833,0.0
2807,46.766667,0.001181,0.0
2808,46.783333,0.000903,0.0
2809,46.8,0.000139,0.0
2810,46.816667,0.000694,0.0
2811,46.833333,6.9e-05,0.0
2812,46.85,0.000486,0.0
2813,46.866667,0.000625,0.0
2814,46.883333,0.000486,0.0
2815,46.9,0.000278,0.0
2816,46.916667,0.000347,0.0
2817,46.933333,0.000139,0.0
2818,46.95,0.000139,0.0
2819,46.966667,0.000278,0.0
2820,46.983333,0.000139,0.0
2821,47.0,0.163264,0.0
2822,47.016667,0.000486,0.0
2823,47.033333,0.000208,0.0
2824,47.05,0.000139,0.0
2825,47.066667,0.000486,0.0
2826,47.083333,6.9e-05,0.0
2827,47.1,6.9e-05,0.0
2828,47.116667,0.000278,0.0
2829,47.133333,0.000278,0.0
2830,47.15,6.9e-05,0.0
2831,47.166667,6.9e-05,0.0
2832,47.183333,0.000139,0.0
2833,47.2,0.011806,0.000278
2834,47.216667,0.025347,0.000417
2835,47.233333,0.024792,0.000486
2836,47.25,0.025972,0.000486
2837,47.266667,0.033611,0.000556
2838,47.283333,0.032847,0.000486
2839,47.3,0.032708,0.000625
2840,47.316667,0.031597,0.000417
2841,47.333333,0.116597,0.0
2842,47.35,0.288889,0.000903
2843,47.366667,0.390208,0.000694
2844,47.383333,0.528681,0.000694
2845,47.4,0.470278,0.000556
2846,47.416667,0.591597,0.000486
2847,47.433333,0.193889,0.0
2848,47.45,0.706389,0.001111
2849,47.466667,0.449861,0.000347
2850,47.483333,0.567083,0.000278
2851,47.5,0.292917,6.9e-05
2852,47.516667,0.409653,0.0
2853,47.533333,0.351389,0.0
2854,47.55,0.452639,0.000139
2855,47.566667,0.224861,0.0
2856,47.583333,0.316042,0.000208
2857,47.6,0.261944,0.000278
2858,47.616667,0.362292,0.0
2859,47.633333,0.117986,0.0
2860,47.65,0.271528,0.000417
2861,47.666667,0.184931,0.0
2862,47.683333,0.306875,0.000764
2863,47.7,0.103819,0.000139
2864,47.716667,0.200278,6.9e-05
2865,47.733333,0.13625,0.0
2866,47.75,0.270903,0.000139
2867,47.766667,0.072153,0.0
2868,47.783333,0.13125,0.000625
2869,47.8,0.095139,0.0
2870,47.816667,0.223889,6.9e-05
2871,47.833333,0.074792,0.000139
2872,47.85,0.132153,0.000417
2873,47.866667,0.101736,6.9e-05
2874,47.883333,0.188542,0.000833
2875,47.9,0.083611,0.000625
2876,47.916667,0.143403,6.9e-05
2877,47.933333,0.007986,0.0
2878,47.95,0.072986,0.000556
2879,47.966667,0.062917,0.0
2880,47.983333,0.094861,0.0
2881,48.0,0.159236,0.0
2882,48.016667,0.073264,0.0
2883,48.033333,0.019236,0.0
2884,48.05,0.082083,0.000208
2885,48.066667,0.047639,0.0
2886,48.083333,0.112847,0.000347
2887,48.1,0.054306,6.9e-05
2888,48.116667,0.08625,6.9e-05
2889,48.133333,0.007639,0.0
2890,48.15,0.007639,0.0
2891,48.166667,0.057431,0.000486
2892,48.183333,0.047917,0.000486
2893,48.2,0.057639,0.000556
2894,48.216667,0.050625,0.000486
2895,48.233333,0.110278,0.000764
2896,48.25,0.118333,0.000694
2897,48.266667,0.071597,0.000764
2898,48.283333,0.081944,0.000833
2899,48.3,0.094236,0.000694
2900,48.316667,0.069722,0.000625
2901,48.333333,0.082639,0.000972
2902,48.35,0.077778,0.000833
2903,48.366667,0.072222,0.000764
2904,48.383333,0.072153,0.000833
2905,48.4,0.044514,0.000417
2906,48.416667,0.022847,0.000278
2907,48.433333,0.034583,0.000486
2908,48.45,0.030764,0.000556
2909,48.466667,0.040903,0.000556
2910,48.483333,0.912778,0.019861
2911,48.5,0.929653,0.021528
2912,48.516667,1.079583,0.017847
2913,48.533333,0.188333,0.000694
2914,48.55,1.505694,0.000764
2915,48.566667,1.420833,0.000764
2916,48.583333,1.400347,0.000764
2917,48.6,1.212569,0.000278
2918,48.616667,1.915833,0.014097
2919,48.633333,1.010417,0.000278
2920,48.65,1.003958,0.0
2921,48.666667,1.021736,0.0
2922,48.683333,0.980347,0.0
2923,48.7,0.753889,0.0
2924,48.716667,0.780625,0.0
2925,48.733333,0.128472,0.0
2926,48.75,0.161736,6.9e-05
2927,48.766667,0.490069,0.0
2928,48.783333,0.501181,0.0
2929,48.8,0.578542,0.0
2930,48.816667,0.590486,0.0
2931,48.833333,1.417361,0.002431
2932,48.85,0.283958,0.0
2933,48.866667,0.315417,0.0
2934,48.883333,0.337222,0.0
2935,48.9,0.250278,0.0
2936,48.916667,0.284444,0.0
2937,48.933333,0.28,0.0
2938,48.95,0.197014,0.0
2939,48.966667,0.237847,0.0
2940,48.983333,0.176111,0.0
2941,49.0,0.380208,0.0
2942,49.016667,0.084306,0.0
2943,49.033333,0.089306,0.0
2944,49.05,0.061319,0.0
2945,49.066667,0.217014,0.000417
2946,49.083333,0.141528,0.0
2947,49.1,0.175139,0.0
2948,49.116667,0.129375,0.0
2949,49.133333,0.238958,0.000486
2950,49.15,0.083056,0.0
2951,49.166667,0.090694,0.0
2952,49.183333,0.064097,0.0
2953,49.2,0.133611,0.0
2954,49.216667,0.051806,0.0
2955,49.233333,0.043125,0.0
2956,49.25,0.046389,0.0
2957,49.266667,0.06375,0.0
2958,49.283333,0.051944,0.0
2959,49.3,0.042083,0.0
2960,49.316667,0.054792,0.0
2961,49.333333,0.071736,0.0
2962,49.35,0.038056,0.0
2963,49.366667,0.051111,0.0
2964,49.383333,0.021042,0.0
2965,49.4,0.063681,0.0
2966,49.416667,0.040417,0.0
2967,49.433333,0.055139,0.0
2968,49.45,0.924167,0.015208
2969,49.466667,1.533194,0.022014
2970,49.483333,8.652222,0.41
2971,49.5,4.581319,0.039375
2972,49.516667,4.837361,0.042431
2973,49.533333,0.048333,0.0
2974,49.55,0.049097,0.0
2975,49.566667,4.08625,0.012083
2976,49.583333,0.131042,0.0
2977,49.6,3.797917,0.015208
2978,49.616667,3.309097,0.001736
2979,49.633333,3.467917,0.002083
2980,49.65,4.749306,0.029514
2981,49.666667,0.033333,0.0
2982,49.683333,0.071528,0.0
2983,49.7,0.070833,0.0
2984,49.716667,5.97375,0.021736
2985,49.733333,9.936319,0.475417
2986,49.75,9.628958,0.459375
2987,49.766667,36.814306,0.742431
2988,49.783333,7.492361,0.182917
2989,49.8,6.877847,0.123125
2990,49.816667,6.464167,0.071528
2991,49.833333,5.388889,0.001875
2992,49.85,9.432569,0.062639
2993,49.866667,3.894583,0.000278
2994,49.883333,3.582569,6.9e-05
2995,49.9,2.930764,0.001528
2996,49.916667,2.638194,0.000833
2997,49.933333,2.614792,0.0
2998,49.95,2.136458,0.000278
2999,49.966667,1.911458,6.9e-05
3000,49.983333,1.373194,0.0
3001,50.0,1.748611,6.9e-05
3002,50.016667,1.122153,0.0
3003,50.033333,1.1625,0.0
3004,50.05,0.302639,0.0
3005,50.066667,0.082708,0.0
3006,50.083333,9.978333,0.101806
3007,50.1,0.809236,0.000278
3008,50.116667,0.613264,0.000208
3009,50.133333,1.554028,0.000764
3010,50.15,0.502569,0.000208
3011,50.166667,0.627569,0.000208
3012,50.183333,0.264444,0.000139
3013,50.2,0.215486,0.000278
3014,50.216667,0.416944,0.000208
3015,50.233333,0.229236,0.000139
3016,50.25,0.493333,0.000139
3017,50.266667,0.134653,0.0
3018,50.283333,0.296528,0.000208
3019,50.3,0.151042,0.000208
3020,50.316667,0.119792,0.000208
3021,50.333333,0.051597,0.000347
3022,50.35,0.084583,0.000139
3023,50.366667,0.276458,0.000139
3024,50.383333,0.119722,0.000208
3025,50.4,0.274236,6.9e-05
3026,50.416667,0.106319,0.000139
3027,50.433333,0.019514,0.0
3028,50.45,0.010903,0.0
3029,50.466667,0.030278,0.000417
3030,50.483333,0.021667,6.9e-05
3031,50.5,0.031875,0.000139
3032,50.516667,0.052083,0.0
3033,50.533333,0.034653,6.9e-05
3034,50.55,0.010417,0.0
3035,50.566667,0.015694,6.9e-05
3036,50.583333,0.022292,0.0
3037,50.6,0.016319,6.9e-05
3038,50.616667,0.013403,6.9e-05
3039,50.633333,0.013194,0.000208
3040,50.65,0.01875,0.0
3041,50.666667,0.017222,6.9e-05
3042,50.683333,0.008542,6.9e-05
3043,50.7,0.011111,0.000208
3044,50.716667,0.014792,0.000278
3045,50.733333,0.014375,0.000139
3046,50.75,0.007569,0.000208
3047,50.766667,0.010694,0.000139
3048,50.783333,0.008056,0.0
3049,50.8,0.009236,0.0
3050,50.816667,0.005,6.9e-05
3051,50.833333,0.011181,0.000208
3052,50.85,0.015208,0.000278
3053,50.866667,0.008333,0.0
3054,50.883333,0.004792,6.9e-05
3055,50.9,0.006181,6.9e-05
3056,50.916667,0.007917,6.9e-05
3057,50.933333,0.007708,0.000278
3058,50.95,0.002917,0.0
3059,50.966667,0.003194,0.0
3060,50.983333,0.002153,0.0
3061,51.0,0.085833,0.0
3062,51.016667,6.9e-05,0.0
