frame,time_seconds,mean_abs_difference,changed_fraction_ge_12
6738,112.283333,2.680347,0.080903
6739,112.3,0.083403,0.0
6740,112.316667,2.248681,0.073958
6741,112.333333,2.169375,0.057778
6742,112.35,2.717431,0.087222
6743,112.366667,2.108125,0.055903
6744,112.383333,2.724931,0.08625
6745,112.4,2.192778,0.065417
6746,112.416667,2.639514,0.08
6747,112.433333,0.066667,0.0
6748,112.45,3.970764,0.113125
6749,112.466667,2.7275,0.086736
6750,112.483333,2.105556,0.057083
6751,112.5,2.712292,0.086042
6752,112.516667,2.146944,0.059792
6753,112.533333,2.632778,0.081181
6754,112.55,2.226597,0.069167
6755,112.566667,2.509653,0.075208
6756,112.583333,2.245486,0.074931
6757,112.6,2.066181,0.055625
6758,112.616667,2.655764,0.082917
6759,112.633333,0.122361,0.0
6760,112.65,4.130139,0.124931
6761,112.666667,2.181458,0.066528
6762,112.683333,2.447431,0.073472
6763,112.7,2.216319,0.073542
6764,112.716667,2.430903,0.070278
6765,112.733333,2.164167,0.070208
6766,112.75,2.042292,0.056042
6767,112.766667,2.511319,0.076667
6768,112.783333,2.098264,0.066042
6769,112.8,2.407153,0.071319
6770,112.816667,2.142292,0.072083
6771,112.833333,2.324514,0.067847
6772,112.85,2.176944,0.072639
6773,112.866667,2.353333,0.068819
6774,112.883333,2.115556,0.065278
6775,112.9,2.037639,0.061389
6776,112.916667,2.075139,0.061597
6777,112.933333,2.506597,0.077639
6778,112.95,1.949931,0.052361
6779,112.966667,2.553472,0.084097
6780,112.983333,1.937986,0.051319
6781,113.0,2.579097,0.082292
6782,113.016667,1.972986,0.058472
6783,113.033333,2.525139,0.078611
6784,113.05,2.125972,0.068194
6785,113.066667,2.088125,0.057917
6786,113.083333,2.547847,0.081319
6787,113.1,2.025972,0.053889
6788,113.116667,2.582917,0.082917
6789,113.133333,2.048194,0.055694
6790,113.15,2.523264,0.079653
6791,113.166667,2.088264,0.064236
6792,113.183333,2.052292,0.059514
6793,113.2,2.497083,0.075625
6794,113.216667,1.971042,0.053889
6795,113.233333,2.449514,0.078264
6796,113.25,1.979167,0.052153
6797,113.266667,2.402986,0.074653
6798,113.283333,2.039722,0.062153
6799,113.3,2.287153,0.067361
6800,113.316667,2.044236,0.064167
6801,113.333333,0.076319,0.0
6802,113.35,1.810139,0.047361
6803,113.366667,2.338264,0.072778
6804,113.383333,1.793194,0.0475
6805,113.4,2.287639,0.070139
6806,113.416667,1.915417,0.050208
6807,113.433333,2.270903,0.063472
6808,113.45,1.967014,0.053958
6809,113.466667,2.110069,0.062083
6810,113.483333,2.049444,0.061667
6811,113.5,1.830486,0.045833
6812,113.516667,2.457986,0.075
6813,113.533333,1.848333,0.043889
6814,113.55,2.341667,0.067153
6815,113.566667,1.923472,0.056667
6816,113.583333,2.288819,0.060625
6817,113.6,2.069653,0.060417
6818,113.616667,2.244306,0.060139
6819,113.633333,2.086042,0.065764
6820,113.65,1.880694,0.047222
6821,113.666667,2.493403,0.074861
6822,113.683333,1.942222,0.049306
6823,113.7,2.539722,0.075278
6824,113.716667,2.087569,0.057917
6825,113.733333,2.444514,0.062847
6826,113.75,2.189514,0.066667
6827,113.766667,2.429792,0.065208
6828,113.783333,2.209444,0.068194
6829,113.8,2.015764,0.05
6830,113.816667,2.572639,0.075625
6831,113.833333,0.055903,0.0
6832,113.85,4.093264,0.113542
6833,113.866667,2.144792,0.058611
6834,113.883333,2.540347,0.062361
6835,113.9,2.253264,0.062778
6836,113.916667,2.428264,0.059861
6837,113.933333,2.244653,0.063681
6838,113.95,2.078958,0.04875
6839,113.966667,2.625139,0.072708
6840,113.983333,2.212986,0.056528
6841,114.0,2.613958,0.065486
6842,114.016667,2.370139,0.063611
6843,114.033333,2.595556,0.064792
6844,114.05,2.284653,0.061528
6845,114.066667,2.180486,0.056111
6846,114.083333,2.739931,0.072917
6847,114.1,2.274653,0.056042
6848,114.116667,2.700972,0.07
6849,114.133333,2.218958,0.056389
6850,114.15,2.737778,0.070625
6851,114.166667,2.252292,0.057708
6852,114.183333,2.768681,0.071597
6853,114.2,2.401181,0.060556
6854,114.216667,2.436736,0.061319
6855,114.233333,0.050417,0.0
6856,114.25,4.826042,0.121528
6857,114.266667,2.867083,0.072431
6858,114.283333,2.423056,0.058542
6859,114.3,2.807222,0.071736
6860,114.316667,2.283125,0.056806
6861,114.333333,0.060347,0.0
6862,114.35,4.690208,0.122153
6863,114.366667,2.395486,0.061181
6864,114.383333,2.793333,0.071806
6865,114.4,2.419306,0.063819
6866,114.416667,2.896389,0.074236
6867,114.433333,2.419722,0.060694
6868,114.45,2.925764,0.074097
6869,114.466667,2.444861,0.061597
6870,114.483333,4.928889,0.127917
6871,114.5,0.027569,0.0
6872,114.516667,2.429722,0.061597
6873,114.533333,0.081944,0.0
6874,114.55,4.924792,0.124306
6875,114.566667,2.947222,0.075486
6876,114.583333,2.522153,0.065278
6877,114.6,2.987014,0.077222
6878,114.616667,2.538958,0.064722
6879,114.633333,2.525278,0.062361
6880,114.65,3.020903,0.07875
6881,114.666667,2.587083,0.063681
6882,114.683333,3.050764,0.077431
6883,114.7,2.626736,0.066667
6884,114.716667,3.121389,0.080208
6885,114.733333,2.647569,0.06875
6886,114.75,3.132639,0.080833
6887,114.766667,2.740278,0.071042
6888,114.783333,2.727083,0.069931
6889,114.8,3.127222,0.083056
6890,114.816667,2.646667,0.06875
6891,114.833333,0.077292,0.0
6892,114.85,5.467986,0.130625
6893,114.866667,3.289167,0.084167
6894,114.883333,3.150625,0.078403
6895,114.9,3.832083,0.097639
6896,114.916667,3.177917,0.080139
6897,114.933333,0.061042,0.0
6898,114.95,6.546458,0.14875
6899,114.966667,0.068681,0.0
6900,114.983333,3.170764,0.084722
6901,115.0,3.78875,0.094028
6902,115.016667,3.138125,0.083264
6903,115.033333,3.730625,0.094167
6904,115.05,3.135764,0.081042
6905,115.066667,3.760486,0.097431
6906,115.083333,3.173542,0.081944
6907,115.1,3.141736,0.083958
6908,115.116667,3.75625,0.095833
6909,115.133333,3.125208,0.085972
6910,115.15,3.775347,0.095625
6911,115.166667,3.182222,0.086458
6912,115.183333,3.801181,0.097361
6913,115.2,3.183472,0.085
6914,115.216667,3.803194,0.097153
6915,115.233333,3.211597,0.083542
6916,115.25,3.165069,0.081736
6917,115.266667,3.792431,0.098819
6918,115.283333,3.126667,0.083403
6919,115.3,3.797361,0.096181
6920,115.316667,3.108889,0.085139
6921,115.333333,3.655139,0.092153
6922,115.35,3.145278,0.082569
6923,115.366667,3.107083,0.078472
6924,115.383333,3.706319,0.09625
6925,115.4,3.093264,0.076667
6926,115.416667,3.625833,0.089931
6927,115.433333,3.045903,0.077014
6928,115.45,3.619931,0.089167
6929,115.466667,3.063958,0.078264
6930,115.483333,3.601389,0.087361
6931,115.5,3.028264,0.077986
6932,115.516667,3.038542,0.073056
6933,115.533333,0.015417,0.0
6934,115.55,0.023194,0.0
6935,115.566667,6.156736,0.140833
6936,115.583333,3.601736,0.089861
6937,115.6,3.015139,0.0725
6938,115.616667,3.561042,0.088125
6939,115.633333,2.942222,0.073611
6940,115.65,3.556667,0.087708
6941,115.666667,3.048472,0.081389
6942,115.683333,3.038194,0.073403
6943,115.7,3.671736,0.101389
6944,115.716667,3.059097,0.071875
6945,115.733333,3.723333,0.101319
6946,115.75,3.08375,0.071944
6947,115.766667,3.734792,0.097847
6948,115.783333,3.084097,0.072778
6949,115.8,3.683542,0.092847
6950,115.816667,3.173125,0.077569
6951,115.833333,3.097222,0.075
6952,115.85,3.876736,0.102222
6953,115.866667,3.091042,0.072083
6954,115.883333,3.733264,0.102569
6955,115.9,3.118681,0.072778
6956,115.916667,3.699792,0.100903
6957,115.933333,3.134931,0.0725
6958,115.95,3.748194,0.100903
6959,115.966667,3.185417,0.074444
6960,115.983333,3.180278,0.081458
6961,116.0,3.750903,0.094097
6962,116.016667,3.191319,0.078819
6963,116.033333,3.772014,0.097639
6964,116.05,3.125833,0.070417
6965,116.066667,3.801319,0.103611
6966,116.083333,3.041319,0.067292
6967,116.1,3.771181,0.102847
6968,116.116667,3.042083,0.06875
6969,116.133333,3.111667,0.079444
6970,116.15,3.588958,0.084722
6971,116.166667,3.05125,0.074028
6972,116.183333,3.564444,0.087431
6973,116.2,2.981597,0.068889
6974,116.216667,3.594931,0.094097
6975,116.233333,2.915556,0.063472
6976,116.25,2.955625,0.073125
6977,116.266667,3.361806,0.0775
6978,116.283333,2.899028,0.073542
6979,116.3,3.2375,0.072292
6980,116.316667,2.799167,0.069653
6981,116.333333,0.022083,0.0
6982,116.35,5.54625,0.134514
6983,116.366667,3.164167,0.076806
6984,116.383333,2.617986,0.05875
6985,116.4,2.623194,0.062153
6986,116.416667,2.984792,0.070278
6987,116.433333,2.564583,0.063264
6988,116.45,2.89375,0.063889
6989,116.466667,2.517708,0.064792
6990,116.483333,2.855903,0.062778
6991,116.5,2.4475,0.061528
6992,116.516667,2.810833,0.062708
6993,116.533333,2.399028,0.055833
6994,116.55,2.299167,0.049097
6995,116.566667,2.680833,0.065625
6996,116.583333,2.286597,0.049028
6997,116.6,2.578125,0.057778
6998,116.616667,2.200347,0.051736
6999,116.633333,2.436111,0.049861
7000,116.65,2.160903,0.052153
7001,116.666667,2.408611,0.047569
7002,116.683333,2.091944,0.050694
7003,116.7,1.980417,0.038681
7004,116.716667,2.448264,0.061319
7005,116.733333,1.965972,0.038125
7006,116.75,2.264444,0.052431
7007,116.766667,1.886667,0.039514
7008,116.783333,2.145972,0.044167
7009,116.8,1.832153,0.040833
7010,116.816667,1.767361,0.030139
7011,116.833333,2.108819,0.05375
7012,116.85,1.645694,0.026389
7013,116.866667,2.042083,0.051528
7014,116.883333,1.625556,0.026319
7015,116.9,1.994028,0.047639
7016,116.916667,1.628194,0.027847
7017,116.933333,0.0275,0.0
7018,116.95,3.144653,0.065069
7019,116.966667,1.570764,0.029931
7020,116.983333,1.891944,0.044653
7021,117.0,1.515,0.024167
7022,117.016667,1.917153,0.049653
7023,117.033333,1.461319,0.023889
7024,117.05,1.879792,0.049167
7025,117.066667,1.454514,0.023194
7026,117.083333,1.791736,0.046111
7027,117.1,1.465625,0.025417
7028,117.116667,1.465833,0.032083
7029,117.133333,1.744861,0.037917
7030,117.15,1.408056,0.027917
7031,117.166667,1.785764,0.043889
7032,117.183333,1.380694,0.022778
7033,117.2,1.756458,0.047708
7034,117.216667,1.349722,0.020139
7035,117.233333,0.017431,0.0
7036,117.25,0.020833,0.0
7037,117.266667,2.782986,0.061597
7038,117.283333,1.434097,0.031944
7039,117.3,1.559375,0.028889
7040,117.316667,1.325556,0.026875
7041,117.333333,2.688403,0.06625
7042,117.35,1.575208,0.037986
7043,117.366667,1.241042,0.018333
7044,117.383333,1.557431,0.042847
7045,117.4,1.177917,0.016181
7046,117.416667,1.284097,0.029236
7047,117.433333,1.415486,0.022431
7048,117.45,1.005694,0.023403
7049,117.466667,1.012153,0.017222
7050,117.483333,0.880625,0.011806
7051,117.5,1.078958,0.021597
7052,117.516667,0.821944,0.008194
7053,117.533333,0.890139,0.010833
7054,117.55,0.950347,0.015903
7055,117.566667,0.914375,0.013958
7056,117.583333,0.965069,0.013056
7057,117.6,0.959028,0.016736
7058,117.616667,0.978403,0.014861
7059,117.633333,0.012014,0.0
7060,117.65,1.628472,0.044792
7061,117.666667,0.812917,0.011389
7062,117.683333,0.785556,0.009167
7063,117.7,0.87625,0.018333
7064,117.716667,0.805694,0.010347
7065,117.733333,0.839583,0.013958
7066,117.75,0.821944,0.013611
7067,117.766667,0.797083,0.011111
7068,117.783333,0.830833,0.013958
7069,117.8,0.821528,0.011111
7070,117.816667,0.813333,0.013264
7071,117.833333,0.012778,0.0
7072,117.85,1.525556,0.049514
7073,117.866667,0.77875,0.007083
7074,117.883333,0.884236,0.017014
7075,117.9,0.826806,0.008958
7076,117.916667,0.833958,0.012639
7077,117.933333,0.794028,0.010347
7078,117.95,0.775833,0.010764
7079,117.966667,1.264236,0.034722
7080,117.983333,0.919931,0.024444
7081,118.0,0.716389,0.005
7082,118.016667,0.909236,0.020347
7083,118.033333,0.019444,0.0
7084,118.05,1.411319,0.038889
7085,118.066667,0.716736,0.005278
7086,118.083333,0.843472,0.011597
7087,118.1,0.756667,0.008889
7088,118.116667,0.68625,0.005764
7089,118.133333,0.028194,0.0
7090,118.15,1.427639,0.040069
7091,118.166667,0.927083,0.021944
7092,118.183333,0.691181,0.003819
7093,118.2,0.872083,0.016597
7094,118.216667,0.669236,0.005208
7095,118.233333,0.005694,0.0
7096,118.25,1.202569,0.030694
7097,118.266667,0.650764,0.006806
7098,118.283333,0.711806,0.008125
7099,118.3,0.624653,0.005556
7100,118.316667,0.727222,0.010486
7101,118.333333,0.023681,0.0
7102,118.35,1.132153,0.027639
7103,118.366667,0.580278,0.004375
7104,118.383333,0.629236,0.006319
7105,118.4,0.691111,0.005278
7106,118.416667,0.637292,0.006458
7107,118.433333,0.689722,0.006389
7108,118.45,0.618958,0.007153
7109,118.466667,0.666042,0.006944
7110,118.483333,0.569097,0.005556
7111,118.5,0.642361,0.010069
7112,118.516667,0.532708,0.004097
7113,118.533333,0.008958,0.0
7114,118.55,1.097431,0.025833
7115,118.566667,0.556528,0.003264
7116,118.583333,0.683264,0.005764
7117,118.6,0.555417,0.002778
7118,118.616667,0.641111,0.005208
7119,118.633333,0.540208,0.003819
7120,118.65,0.647639,0.004583
7121,118.666667,0.581736,0.004097
7122,118.683333,0.574236,0.002847
7123,118.7,0.354375,0.002153
7124,118.716667,0.491736,0.002361
7125,118.733333,0.016875,0.0
7126,118.75,0.868125,0.010903
7127,118.766667,0.349306,0.001597
7128,118.783333,0.349444,0.001667
7129,118.8,0.370069,0.005
7130,118.816667,0.415556,0.007361
7131,118.833333,0.042917,0.0
7132,118.85,0.605903,0.013819
7133,118.866667,0.191806,0.000139
7134,118.883333,0.039028,0.000278
7135,118.9,0.207778,0.000347
7136,118.916667,0.254514,0.0
7137,118.933333,0.041806,0.0
7138,118.95,0.167222,0.0
7139,118.966667,0.015139,0.0
7140,118.983333,0.019931,0.0
7141,119.0,0.029236,0.0
7142,119.016667,0.0,0.0
7143,119.033333,6.9e-05,0.0
7144,119.05,0.00125,0.0
7145,119.066667,0.0,0.0
7146,119.083333,0.0,0.0
7147,119.1,0.0,0.0
7148,119.116667,0.000139,0.0
7149,119.133333,0.0,0.0
7150,119.15,0.0,0.0
7151,119.166667,6.9e-05,0.0
7152,119.183333,0.000347,0.0
7153,119.2,0.0,0.0
7154,119.216667,0.001389,0.0
7155,119.233333,0.0,0.0
7156,119.25,0.001667,0.0
7157,119.266667,0.0,0.0
7158,119.283333,0.0,0.0
7159,119.3,0.003333,0.0
7160,119.316667,0.001736,0.0
7161,119.333333,0.000486,0.0
7162,119.35,0.003333,0.0
7163,119.366667,0.001319,0.0
7164,119.383333,0.003681,0.0
7165,119.4,0.003472,0.0
7166,119.416667,0.010972,0.0
7167,119.433333,0.004167,0.0
7168,119.45,0.0025,0.0
7169,119.466667,0.005486,0.000139
7170,119.483333,0.0025,0.0
7171,119.5,0.005764,0.000139
7172,119.516667,0.005556,0.000139
7173,119.533333,0.008611,0.000347
7174,119.55,0.003958,0.000139
7175,119.566667,0.014861,0.0
7176,119.583333,0.013056,0.0
7177,119.6,0.163125,0.0
7178,119.616667,0.038958,0.000139
7179,119.633333,0.048333,0.0
7180,119.65,0.423958,0.007292
7181,119.666667,0.211736,0.000139
7182,119.683333,0.064722,6.9e-05
7183,119.7,2.205556,0.043333
7184,119.716667,2.157639,0.045833
7185,119.733333,0.006597,0.0
7186,119.75,0.006181,0.0
7187,119.766667,5.369167,0.131806
7188,119.783333,3.055833,0.071528
7189,119.8,3.287083,0.070417
7190,119.816667,2.786667,0.061042
7191,119.833333,0.002292,0.0
7192,119.85,0.001042,0.0
7193,119.866667,0.002292,0.0
7194,119.883333,5.961875,0.133542
7195,119.9,4.385972,0.103403
7196,119.916667,3.954653,0.084236
7197,119.933333,0.006042,0.0
7198,119.95,0.002708,0.0
7199,119.966667,5.231667,0.122153
7200,119.983333,4.065208,0.094028
7201,120.0,3.188889,0.077361
7202,120.016667,3.854375,0.08875
7203,120.033333,2.379236,0.063333
7204,120.05,5.528194,0.137222
7205,120.066667,0.422361,0.0
7206,120.083333,2.693264,0.065625
7207,120.1,2.145069,0.061944
7208,120.116667,1.619861,0.044861
7209,120.133333,0.078264,0.0
7210,120.15,3.600278,0.089653
7211,120.166667,0.130069,0.0
7212,120.183333,0.383333,0.0
7213,120.2,1.895208,0.050139
7214,120.216667,1.292917,0.032361
7215,120.233333,0.050347,0.0
7216,120.25,3.108333,0.079097
7217,120.266667,0.056944,0.000139
7218,120.283333,0.898958,0.003264
7219,120.3,0.552292,0.000139
7220,120.316667,1.279167,0.027014
7221,120.333333,0.024097,0.0
7222,120.35,0.011528,0.0
7223,120.366667,0.498194,0.000278
7224,120.383333,1.026806,0.017917
7225,120.4,0.552431,0.000139
7226,120.416667,0.929514,0.00375
7227,120.433333,0.060347,0.0
7228,120.45,0.015764,0.0
7229,120.466667,3.249792,0.085069
7230,120.483333,1.494306,0.043611
7231,120.5,1.499722,0.043611
7232,120.516667,1.440486,0.033472
7233,120.533333,5.656319,0.138194
7234,120.55,3.1475,0.085903
7235,120.566667,4.209028,0.098889
7236,120.583333,6.266736,0.147639
7237,120.6,6.777778,0.164583
7238,120.616667,8.24125,0.205556
7239,120.633333,0.029514,0.0
7240,120.65,0.03125,0.0
7241,120.666667,0.062292,0.000278
7242,120.683333,12.784722,0.275139
7243,120.7,12.979028,0.292292
7244,120.716667,15.144444,0.316111
7245,120.733333,0.006875,0.0
7246,120.75,19.18375,0.365556
7247,120.766667,28.940694,0.521389
7248,120.783333,13.941667,0.277014
7249,120.8,5.515,0.140347
7250,120.816667,7.401389,0.179653
7251,120.833333,0.132153,0.0
7252,120.85,0.190556,0.0
7253,120.866667,0.6,0.0
7254,120.883333,15.036736,0.301181
7255,120.9,16.621389,0.323681
7256,120.916667,16.639236,0.342986
7257,120.933333,24.742222,0.445556
7258,120.95,13.227569,0.321597
7259,120.966667,1.038958,0.018125
7260,120.983333,0.153611,0.0
7261,121.0,0.487917,0.0
7262,121.016667,0.009861,0.0
7263,121.033333,0.10375,0.0
7264,121.05,0.110486,0.0
7265,121.066667,0.065486,6.9e-05
7266,121.083333,0.049236,0.000208
7267,121.1,0.051181,0.000208
7268,121.116667,0.040833,6.9e-05
7269,121.133333,0.035139,0.0
7270,121.15,0.027569,0.0
7271,121.166667,0.024028,0.0
7272,121.183333,0.02125,0.0
7273,121.2,0.006042,0.0
7274,121.216667,0.003611,0.0
7275,121.233333,0.001944,0.0
7276,121.25,8.402917,0.210694
7277,121.266667,7.187361,0.184167
7278,121.283333,3.271111,0.094514
7279,121.3,2.23125,0.056181
7280,121.316667,4.242569,0.114097
7281,121.333333,0.017014,0.0
7282,121.35,0.061042,0.0
7283,121.366667,3.462222,0.103125
7284,121.383333,2.194514,0.048681
7285,121.4,1.788264,0.043542
7286,121.416667,1.754931,0.044583
7287,121.433333,0.036806,0.0
7288,121.45,0.054306,0.0
7289,121.466667,2.318889,0.053403
7290,121.483333,0.100069,0.0
7291,121.5,1.839861,0.042431
7292,121.516667,1.275139,0.014792
7293,121.533333,1.246528,0.016319
7294,121.55,1.251528,0.023125
7295,121.566667,9.421389,0.236389
7296,121.583333,2.667014,0.071806
7297,121.6,0.777569,0.001458
7298,121.616667,0.621944,0.001181
7299,121.633333,0.097639,0.0
7300,121.65,0.049375,0.0
7301,121.666667,0.056458,0.0
7302,121.683333,0.71125,0.001875
7303,121.7,0.730625,0.001042
7304,121.716667,0.041181,0.0
7305,121.733333,0.076181,0.0
7306,121.75,0.801806,0.000208
7307,121.766667,0.091458,0.0
7308,121.783333,0.692639,0.0
7309,121.8,0.098264,0.0
7310,121.816667,0.67375,6.9e-05
7311,121.833333,0.170556,0.0
7312,121.85,0.675694,0.001319
7313,121.866667,0.109097,6.9e-05
7314,121.883333,0.649653,0.003472
7315,121.9,0.170486,0.0
7316,121.916667,0.058472,0.0
7317,121.933333,0.116944,0.0
7318,121.95,5.790833,0.166736
7319,121.966667,6.323194,0.177222
7320,121.983333,4.533056,0.128681
7321,122.0,4.619028,0.122639
7322,122.016667,8.877083,0.214861
7323,122.033333,8.122639,0.196111
7324,122.05,7.475694,0.193681
7325,122.066667,6.658264,0.17875
7326,122.083333,6.810417,0.183403
7327,122.1,6.325833,0.173819
7328,122.116667,5.170694,0.153819
7329,122.133333,0.01875,0.0
7330,122.15,8.771597,0.213889
7331,122.166667,4.057569,0.126042
7332,122.183333,3.899028,0.108889
7333,122.2,4.078681,0.123264
7334,122.216667,2.736736,0.080833
7335,122.233333,0.031319,0.0
7336,122.25,5.671667,0.146528
7337,122.266667,2.100556,0.060278
7338,122.283333,1.992431,0.055
7339,122.3,2.075694,0.054097
7340,122.316667,2.097083,0.061042
7341,122.333333,0.041042,0.0
7342,122.35,0.028264,0.0
7343,122.366667,2.753333,0.077986
7344,122.383333,1.403611,0.030417
7345,122.4,1.35625,0.013889
7346,122.416667,1.385347,0.013194
7347,122.433333,0.882847,6.9e-05
7348,122.45,1.329236,0.017292
7349,122.466667,0.676597,0.002917
7350,122.483333,0.751458,0.004583
7351,122.5,0.728472,0.001875
7352,122.516667,0.663958,0.000625
7353,122.533333,0.070208,0.0
7354,122.55,0.674514,0.002014
7355,122.566667,0.6125,0.000486
7356,122.583333,0.141319,0.0
7357,122.6,5.037917,0.132569
7358,122.616667,5.632222,0.160764
7359,122.633333,4.5875,0.144514
7360,122.65,4.164444,0.120764
7361,122.666667,8.574722,0.199792
7362,122.683333,7.940694,0.207153
7363,122.7,7.543403,0.200347
7364,122.716667,7.375833,0.184861
7365,122.733333,0.030833,0.0
7366,122.75,11.777292,0.279028
7367,122.766667,9.146806,0.220347
7368,122.783333,7.845486,0.196458
7369,122.8,8.127986,0.198056
7370,122.816667,7.065833,0.182778
7371,122.833333,0.019306,0.0
7372,122.85,9.738333,0.216111
7373,122.866667,5.503889,0.141944
7374,122.883333,4.900486,0.134167
7375,122.9,4.412431,0.139306
7376,122.916667,4.290417,0.125556
7377,122.933333,3.556667,0.093889
7378,122.95,3.093542,0.096736
7379,122.966667,2.804792,0.070764
7380,122.983333,2.932431,0.091389
7381,123.0,2.213889,0.049792
7382,123.016667,1.799931,0.0475
7383,123.033333,2.292292,0.0625
7384,123.05,1.674444,0.033125
7385,123.066667,1.179236,0.013819
7386,123.083333,1.7675,0.043542
7387,123.1,1.190347,0.013194
7388,123.116667,1.102986,0.018472
7389,123.133333,1.132222,0.009583
7390,123.15,0.637292,6.9e-05
7391,123.166667,1.196667,0.012986
7392,123.183333,0.576111,0.001111
7393,123.2,0.604931,0.00125
7394,123.216667,1.124028,0.018889
7395,123.233333,0.600069,0.004653
7396,123.25,0.55125,0.002361
7397,123.266667,0.562847,0.001042
7398,123.283333,0.608333,6.9e-05
7399,123.3,0.110833,0.0
7400,123.316667,0.533056,0.0
7401,123.333333,0.080972,0.0
7402,123.35,0.540625,0.0
7403,123.366667,0.168889,0.0
7404,123.383333,0.444722,0.000208
7405,123.4,0.048056,0.000208
7406,123.416667,0.08,0.000208
7407,123.433333,0.11,0.000208
7408,123.45,0.522153,0.001736
7409,123.466667,0.047361,0.000208
7410,123.483333,0.071736,0.000139
7411,123.5,0.050764,0.0
7412,123.516667,0.04625,6.9e-05
7413,123.533333,0.138611,6.9e-05
7414,123.55,0.524931,0.002292
7415,123.566667,0.009792,0.0
7416,123.583333,0.014861,6.9e-05
7417,123.6,0.010069,0.000139
7418,123.616667,0.007153,6.9e-05
7419,123.633333,0.005,0.0
7420,123.65,0.002917,0.0
7421,123.666667,0.003958,6.9e-05
7422,123.683333,0.007014,6.9e-05
7423,123.7,0.077292,0.0
7424,123.716667,0.476806,0.001389
7425,123.733333,0.041181,6.9e-05
7426,123.75,0.050556,6.9e-05
7427,123.766667,0.003472,0.0
7428,123.783333,0.004861,0.0
7429,123.8,0.009306,0.000208
7430,123.816667,0.014167,0.000417
7431,123.833333,6.9e-05,0.0
7432,123.85,0.000486,0.0
7433,123.866667,0.015417,0.000347
7434,123.883333,0.007847,0.0
7435,123.9,0.0,0.0
7436,123.916667,0.0,0.0
7437,123.933333,0.000208,0.0
7438,123.95,0.003056,0.0
7439,123.966667,0.002153,0.0
7440,123.983333,6.9e-05,0.0
7441,124.0,0.090972,0.0
7442,124.016667,0.003542,0.0
7443,124.033333,0.000417,0.0
7444,124.05,0.012222,0.000417
7445,124.066667,0.005139,0.000139
7446,124.083333,0.002847,6.9e-05
7447,124.1,0.0025,6.9e-05
7448,124.116667,0.002917,6.9e-05
7449,124.133333,0.003125,0.0
7450,124.15,0.001875,0.0
7451,124.166667,0.001111,0.0
7452,124.183333,0.276528,0.0
7453,124.2,0.003958,0.0
7454,124.216667,0.0025,0.0
7455,124.233333,0.002569,0.0
7456,124.25,0.002917,0.0
7457,124.266667,0.002639,0.0
7458,124.283333,0.002917,0.0
7459,124.3,0.004722,0.000139
7460,124.316667,0.006042,0.000208
7461,124.333333,0.009792,0.000417
7462,124.35,0.00875,0.000347
7463,124.366667,0.005625,0.000208
7464,124.383333,0.004653,0.000139
7465,124.4,0.005764,0.000208
7466,124.416667,0.008819,0.000417
7467,124.433333,0.006111,0.000208
7468,124.45,0.006319,0.000139
7469,124.466667,0.042292,0.000139
7470,124.483333,5.010069,0.1375
7471,124.5,0.03,0.0
7472,124.516667,4.315347,0.125208
7473,124.533333,0.002917,0.0
7474,124.55,0.002014,0.0
7475,124.566667,6.863472,0.180764
7476,124.583333,3.864167,0.112431
7477,124.6,6.792986,0.174514
7478,124.616667,6.739306,0.182639
7479,124.633333,9.572083,0.226458
7480,124.65,9.700208,0.225694
7481,124.666667,8.709514,0.211528
7482,124.683333,8.812083,0.203333
7483,124.7,8.485764,0.212778
7484,124.716667,8.003681,0.204167
7485,124.733333,0.02625,0.0
7486,124.75,0.015486,0.0
7487,124.766667,0.020625,0.0
7488,124.783333,12.3325,0.284722
7489,124.8,9.054375,0.221042
7490,124.816667,8.757708,0.218264
7491,124.833333,0.092986,0.0
7492,124.85,8.018681,0.192986
7493,124.866667,10.057778,0.237917
7494,124.883333,2.153819,0.061458
7495,124.9,9.673681,0.227917
7496,124.916667,9.027917,0.221806
7497,124.933333,8.727431,0.204375
7498,124.95,10.134514,0.238194
7499,124.966667,5.135972,0.132708
7500,124.983333,8.629653,0.217083
7501,125.0,5.306458,0.158333
7502,125.016667,7.29,0.184792
7503,125.033333,0.02375,0.0
7504,125.05,0.030347,0.0
7505,125.066667,0.07375,0.0
7506,125.083333,8.793889,0.214653
7507,125.1,3.383889,0.093611
7508,125.116667,5.122431,0.14625
7509,125.133333,0.053056,0.0
7510,125.15,6.82875,0.171042
7511,125.166667,7.127014,0.177569
7512,125.183333,1.302153,0.014583
7513,125.2,2.593542,0.071042
7514,125.216667,1.971597,0.048472
7515,125.233333,0.130069,0.0
7516,125.25,3.987153,0.117639
7517,125.266667,1.142431,0.016181
7518,125.283333,1.078403,0.005278
7519,125.3,0.625,0.0
7520,125.316667,1.164097,0.014167
7521,125.333333,0.107431,0.0
7522,125.35,1.112292,0.012361
7523,125.366667,0.100139,6.9e-05
7524,125.383333,0.572014,6.9e-05
7525,125.4,0.615556,0.000486
7526,125.416667,0.567153,0.000347
7527,125.433333,0.57625,0.000347
7528,125.45,0.594444,0.000208
7529,125.466667,0.587083,0.000208
7530,125.483333,0.138889,0.000278
7531,125.5,0.519653,0.0
7532,125.516667,0.048958,0.000278
7533,125.533333,0.091319,0.0
7534,125.55,0.075556,0.0
7535,125.566667,0.573819,0.000139
7536,125.583333,0.507569,0.0
